price,rooms,bathrooms,sizem2,eixample,ciutat_vella,gracia,horta_guinardo,les_corts,nou_barris,sant_andreu,sant_marti,sants_montjuic
1800,2,1,101,0,1,0,0,0,0,0,0,0
1150,1,1,75,0,1,0,0,0,0,0,0,0
1900,3,3,136,0,1,0,0,0,0,0,0,0
1600,4,2,112,1,0,0,0,0,0,0,0,0
2500,3,2,85,1,0,0,0,0,0,0,0,0
800,1,1,70,0,0,0,0,0,0,0,0,1
1400,4,2,99,0,0,0,0,0,0,0,1,0
600,1,1,44,0,0,0,1,0,0,0,0,0
850,2,1,70,1,0,0,0,0,0,0,0,0
1400,4,2,100,0,0,0,0,1,0,0,0,0
1200,3,2,85,1,0,0,0,0,0,0,0,0
1350,3,2,100,0,0,0,0,1,0,0,0,0
700,1,1,24,0,1,0,0,0,0,0,0,0
1500,3,2,92,0,1,0,0,0,0,0,0,0
1199,4,1,100,1,0,0,0,0,0,0,0,0
680,1,1,60,1,0,0,0,0,0,0,0,0
2200,3,2,110,0,0,0,0,0,0,0,1,0
1250,2,2,76,0,1,0,0,0,0,0,0,0
2600,4,4,200,0,0,0,0,1,0,0,0,0
1700,5,2,122,1,0,0,0,0,0,0,0,0
1800,4,2,107,0,0,1,0,0,0,0,0,0
900,2,1,65,0,1,0,0,0,0,0,0,0
900,2,2,64,0,1,0,0,0,0,0,0,0
3000,3,3,146,0,0,0,0,0,0,0,1,0
1700,3,2,115,1,0,0,0,0,0,0,0,0
1200,2,2,75,0,1,0,0,0,0,0,0,0
1350,2,1,85,0,0,0,0,0,0,0,0,0
950,3,1,62,0,0,0,0,0,0,0,1,0
3900,4,2,240,0,0,0,0,0,0,0,0,0
3300,5,3,230,0,0,0,0,1,0,0,0,0
970,1,1,57,1,0,0,0,0,0,0,0,0
3100,4,2,105,1,0,0,0,0,0,0,0,0
1450,3,1,80,0,0,0,0,0,0,0,0,0
1000,2,1,55,0,1,0,0,0,0,0,0,0
1200,3,2,80,0,0,0,0,1,0,0,0,0
1070,4,2,75,0,0,1,0,0,0,0,0,0
875,2,1,55,0,0,0,0,0,0,0,0,0
995,3,1,70,0,0,0,0,0,0,0,1,0
1465,1,1,66,1,0,0,0,0,0,0,0,0
1100,3,1,85,1,0,0,0,0,0,0,0,0
850,2,1,100,1,0,0,0,0,0,0,0,0
1400,2,1,65,0,0,0,0,0,0,0,1,0
950,1,1,51,0,0,0,0,0,0,0,0,1
1000,1,1,51,0,0,0,0,0,0,0,0,0
1500,2,2,80,0,1,0,0,0,0,0,0,0
1190,3,1,65,0,0,1,0,0,0,0,0,0
790,2,1,48,0,0,0,0,0,0,0,0,1
850,2,1,41,0,0,0,0,0,0,0,1,0
900,3,1,70,0,0,0,0,0,0,0,0,1
1800,2,1,62,1,0,0,0,0,0,0,0,0
1150,2,1,70,0,0,1,0,0,0,0,0,0
850,1,1,42,0,1,0,0,0,0,0,0,0
1000,2,1,90,0,0,0,0,0,0,0,0,0
995,2,2,65,0,0,0,0,0,0,0,1,0
1084,2,1,66,1,0,0,0,0,0,0,0,0
1350,4,2,95,1,0,0,0,0,0,0,0,0
1200,2,1,75,1,0,0,0,0,0,0,0,0
2200,3,2,144,1,0,0,0,0,0,0,0,0
1300,3,2,110,0,0,0,0,0,0,0,0,0
990,2,1,62,1,0,0,0,0,0,0,0,0
1300,2,1,75,0,1,0,0,0,0,0,0,0
9500,5,4,375,0,0,0,0,0,0,0,0,0
1150,3,1,80,0,0,0,0,0,0,0,0,0
950,2,1,65,0,0,0,0,0,0,0,1,0
1490,3,1,85,0,1,0,0,0,0,0,0,0
1150,4,1,77,0,0,1,0,0,0,0,0,0
1300,2,1,75,1,0,0,0,0,0,0,0,0
1250,2,1,60,0,0,0,0,0,0,0,0,1
2600,3,2,177,0,0,0,0,1,0,0,0,0
2800,5,3,153,0,0,0,0,0,0,0,0,0
1000,1,1,92,1,0,0,0,0,0,0,0,0
1300,4,2,103,0,0,0,0,0,0,0,1,0
6000,3,2,120,0,1,0,0,0,0,0,0,0
1300,4,1,80,0,0,0,0,1,0,0,0,0
1200,2,1,95,0,0,0,0,1,0,0,0,0
1757,1,1,59,0,0,1,0,0,0,0,0,0
890,1,1,41,0,1,0,0,0,0,0,0,0
1150,1,1,73,0,0,0,0,0,0,0,1,0
4800,4,4,240,1,0,0,0,0,0,0,0,0
2500,2,1,85,0,0,0,0,0,0,0,0,0
3475,3,3,225,1,0,0,0,0,0,0,0,0
1190,1,1,87,0,1,0,0,0,0,0,0,0
800,1,1,50,0,0,0,0,0,0,0,0,0
850,2,1,75,0,0,1,0,0,0,0,0,0
900,2,1,62,0,0,1,0,0,0,0,0,0
1535,4,2,136,1,0,0,0,0,0,0,0,0
1100,3,1,80,0,1,0,0,0,0,0,0,0
1550,2,2,125,0,1,0,0,0,0,0,0,0
900,2,1,54,1,0,0,0,0,0,0,0,0
1200,3,2,90,0,0,0,1,0,0,0,0,0
750,1,1,50,0,0,0,0,0,0,0,0,1
1750,3,3,107,0,1,0,0,0,0,0,0,0
750,1,1,65,0,1,0,0,0,0,0,0,0
1400,3,2,109,0,0,0,0,0,0,0,1,0
1450,4,2,115,0,0,0,0,0,0,0,0,1
2950,3,2,134,0,0,0,0,0,0,0,0,0
1200,3,1,100,0,0,0,0,1,0,0,0,0
700,1,1,36,0,0,1,0,0,0,0,0,0
700,1,1,60,0,1,0,0,0,0,0,0,0
2000,4,2,120,0,0,0,0,1,0,0,0,0
1350,3,2,80,1,0,0,0,0,0,0,0,0
2200,3,3,160,1,0,0,0,0,0,0,0,0
2300,4,2,148,0,0,0,0,1,0,0,0,0
870,2,1,55,0,0,1,0,0,0,0,0,0
4300,6,4,295,0,0,0,0,0,0,0,0,0
875,2,1,56,0,1,0,0,0,0,0,0,0
1200,1,1,58,0,0,0,0,0,0,0,1,0
950,2,1,41,0,0,0,0,0,0,0,0,0
950,1,1,54,0,0,0,0,0,0,0,0,0
1600,2,2,91,0,1,0,0,0,0,0,0,0
2400,3,2,100,0,0,0,0,0,0,0,1,0
1350,2,1,70,0,0,0,0,0,0,0,0,0
1400,2,1,63,1,0,0,0,0,0,0,0,0
1800,2,1,89,0,0,0,0,0,0,0,1,0
800,2,1,58,0,1,0,0,0,0,0,0,0
1100,3,1,85,1,0,0,0,0,0,0,0,0
3100,4,2,105,1,0,0,0,0,0,0,0,0
1100,3,1,75,0,0,1,0,0,0,0,0,0
1300,1,1,70,0,1,0,0,0,0,0,0,0
930,2,1,64,0,0,0,1,0,0,0,0,0
2000,3,2,100,1,0,0,0,0,0,0,0,0
850,2,1,53,0,0,1,0,0,0,0,0,0
1300,2,1,76,1,0,0,0,0,0,0,0,0
1650,3,2,120,0,0,0,0,1,0,0,0,0
1200,2,1,110,0,0,1,0,0,0,0,0,0
2000,2,2,134,0,0,0,0,0,0,0,1,0
1744,2,2,100,1,0,0,0,0,0,0,0,0
768,2,1,55,1,0,0,0,0,0,0,0,0
1050,2,1,87,0,0,0,0,1,0,0,0,0
950,1,1,47,1,0,0,0,0,0,0,0,0
2300,2,2,105,1,0,0,0,0,0,0,0,0
1900,3,2,85,1,0,0,0,0,0,0,0,0
2200,2,2,50,0,0,0,1,0,0,0,0,0
2350,2,2,110,1,0,1,0,0,0,0,0,0
1250,2,2,70,0,1,0,0,0,0,0,0,0
600,1,1,46,0,1,0,0,0,0,0,0,0
690,1,1,30,0,1,0,0,0,0,0,0,0
1250,3,2,112,1,0,0,0,0,0,0,0,0
1150,2,2,75,0,0,0,0,0,0,1,0,0
950,3,1,80,1,0,0,0,0,0,0,0,0
725,2,1,50,0,1,0,0,0,0,0,0,0
2800,5,4,214,0,0,0,0,0,0,0,0,0
3100,4,2,105,1,0,0,0,0,0,0,0,0
925,3,1,55,0,0,0,0,0,0,0,0,1
1300,3,1,66,1,0,0,0,0,0,0,0,0
840,2,1,60,0,1,0,0,0,0,0,0,0
635,1,1,34,1,0,0,0,0,0,0,0,0
825,2,1,55,0,0,0,0,1,0,0,0,0
950,2,1,60,0,1,0,0,0,0,0,0,0
1250,3,2,84,0,0,0,0,0,0,0,0,1
785,2,1,56,0,0,0,0,0,0,0,1,0
1800,2,1,92,1,0,0,0,0,0,0,0,0
850,1,1,47,0,1,0,0,0,0,0,0,0
800,1,1,50,0,1,0,0,0,0,0,0,0
1300,4,2,120,0,0,0,1,0,0,0,0,0
1130,2,1,67,1,0,0,0,0,0,0,0,0
890,2,1,57,1,0,0,0,0,0,0,0,0
1050,3,1,64,0,0,0,0,0,0,0,0,1
910,2,1,90,0,0,0,0,0,0,0,1,0
2500,3,2,140,1,0,0,0,0,0,0,0,0
1150,2,2,50,0,1,0,0,0,0,0,0,0
980,3,2,66,0,0,0,0,0,0,0,0,1
4000,3,2,111,1,0,0,0,0,0,0,0,0
790,2,1,50,1,0,0,0,0,0,0,0,0
1750,2,2,85,1,0,0,0,0,0,0,0,0
3480,5,3,253,0,0,0,0,0,0,0,0,0
1900,3,2,95,0,0,0,1,0,0,0,0,0
1800,3,1,87,1,0,0,0,0,0,0,0,0
11000,8,4,711,0,0,0,0,0,0,0,0,0
1500,2,1,80,0,0,1,0,0,0,0,0,0
990,2,1,90,0,1,0,0,0,0,0,0,0
1035,3,2,70,1,0,0,0,0,0,0,0,0
720,2,1,45,0,0,0,0,0,0,0,0,1
1550,4,2,108,0,0,0,0,0,0,0,0,0
5500,5,4,270,0,0,0,0,0,0,0,0,0
800,2,1,79,0,0,0,0,0,0,1,0,0
1100,1,2,81,0,1,0,0,0,0,0,0,0
790,3,1,70,0,0,0,0,0,0,0,0,1
900,1,1,55,0,1,0,0,0,0,0,0,0
1500,1,1,60,1,0,0,0,0,0,0,0,0
1700,2,2,86,0,1,0,0,0,0,0,0,0
1250,4,1,95,1,0,0,0,0,0,0,0,0
690,1,1,41,1,0,0,0,0,0,0,0,0
825,2,1,55,0,1,0,0,0,0,0,0,0
950,1,1,55,0,0,0,0,0,0,0,0,0
650,1,1,50,0,1,0,0,0,0,0,0,0
1900,6,3,160,0,0,0,0,0,0,0,0,0
1310,2,2,86,1,0,0,0,0,0,0,0,0
3000,3,3,220,0,0,0,0,0,0,0,0,0
1350,2,2,46,0,1,0,0,0,0,0,0,0
1700,4,2,114,0,0,1,0,0,0,0,0,0
900,3,1,70,0,0,0,0,0,1,0,0,0
625,2,1,60,0,0,0,1,0,0,0,0,0
844,1,1,38,0,0,0,1,0,0,0,0,0
1500,3,2,87,1,0,0,0,0,0,0,0,0
950,4,2,75,0,0,0,0,1,0,0,0,0
1950,4,2,188,0,0,0,0,0,0,0,0,0
1000,3,2,106,0,0,0,0,0,0,0,0,1
1050,2,2,70,0,0,0,0,0,0,0,0,0
1100,3,1,85,1,0,0,0,0,0,0,0,0
1050,2,2,60,0,1,0,0,0,0,0,0,0
1175,3,1,81,0,0,0,0,0,0,0,1,0
990,3,2,56,0,0,0,0,0,0,0,0,1
1550,5,2,143,1,0,0,0,0,0,0,0,0
1300,4,2,123,1,0,0,0,0,0,0,0,0
1050,3,2,80,1,0,0,0,0,0,0,0,0
950,2,1,80,0,0,0,0,0,0,0,0,1
825,3,1,70,0,0,0,0,0,0,0,1,0
1200,1,1,59,1,0,0,0,0,0,0,0,0
1600,2,2,75,1,0,0,0,0,0,0,0,0
825,2,1,40,0,1,0,0,0,0,0,0,0
1050,3,1,74,0,0,0,0,0,0,0,1,0
1300,4,2,101,0,0,0,0,0,0,0,1,0
1400,4,2,98,0,0,0,0,1,0,0,0,0
850,2,2,75,1,0,0,0,0,0,0,0,0
1430,2,1,90,0,1,0,0,0,0,0,0,0
1100,1,1,84,0,1,0,0,0,0,0,0,0
3475,3,3,124,1,0,0,0,0,0,0,0,0
800,1,1,41,1,0,0,0,0,0,0,0,0
750,1,1,41,0,0,0,0,0,0,0,0,0
690,1,1,30,0,1,0,0,0,0,0,0,0
1600,3,2,105,0,0,0,0,0,0,0,1,0
1100,1,1,75,0,1,0,0,0,0,0,0,0
745,1,1,40,1,0,0,0,0,0,0,0,0
850,2,1,65,0,0,0,0,1,0,0,0,0
700,2,1,35,0,0,0,0,0,1,0,0,0
1695,2,1,115,1,0,0,0,0,0,0,0,0
874,2,1,60,0,0,0,0,0,0,0,1,0
2700,2,2,106,0,1,0,0,0,0,0,0,0
2800,4,4,225,1,0,0,0,0,0,0,0,0
960,1,1,35,0,0,0,0,0,0,0,0,1
1300,3,1,86,0,1,0,0,0,0,0,0,0
3900,5,3,210,0,0,0,0,0,0,0,0,0
2300,5,3,141,0,0,0,0,0,0,0,0,0
3900,4,4,246,1,0,0,0,0,0,0,0,0
1000,3,1,80,1,0,0,0,0,0,0,0,0
2500,1,1,76,1,0,0,0,0,0,0,0,0
1400,2,1,63,1,0,0,0,0,0,0,0,0
750,2,2,60,0,1,0,0,0,0,0,0,0
1465,1,1,66,1,0,0,0,0,0,0,0,0
10000,6,4,572,0,0,0,0,0,0,0,0,0
1580,4,2,144,0,0,0,0,1,0,0,0,0
890,3,1,83,0,0,0,0,0,0,1,0,0
900,2,1,75,0,0,0,0,0,0,0,0,0
1199,1,1,50,0,1,0,0,0,0,0,0,0
1200,3,2,101,1,0,0,0,0,0,0,0,0
915,1,1,37,0,1,0,0,0,0,0,0,0
3490,3,3,184,1,0,0,0,0,0,0,0,0
780,2,2,52,0,0,0,0,0,0,0,0,1
1080,2,1,75,0,1,0,0,0,0,0,0,0
1400,2,2,118,0,1,0,0,0,0,0,0,0
2100,3,1,130,0,0,0,0,0,0,0,0,0
3700,5,3,180,0,0,0,0,0,0,0,0,0
624,1,1,30,0,0,1,0,0,0,0,0,0
1450,3,2,108,0,0,0,0,0,0,0,0,0
500,1,1,27,0,1,0,0,0,0,0,0,0
935,3,1,61,0,0,0,0,0,0,0,0,1
720,1,1,48,0,1,0,0,0,0,0,0,0
1800,4,2,110,1,0,0,0,0,0,0,0,0
700,3,1,78,0,0,0,1,0,0,0,0,0
18000,6,4,840,0,0,0,0,0,0,0,0,0
950,4,2,76,0,0,0,0,1,0,0,0,0
1700,2,1,65,1,0,0,0,0,0,0,0,0
3000,2,2,110,1,0,0,0,0,0,0,0,0
675,1,1,48,0,0,0,0,0,0,1,0,0
850,3,1,85,0,0,0,0,0,1,0,0,0
920,3,1,77,0,0,0,0,0,0,0,1,0
1500,3,2,150,1,0,0,0,0,0,0,0,0
1600,2,1,65,0,0,1,0,0,0,0,0,0
1250,3,2,96,0,0,0,0,0,0,0,1,0
750,2,1,55,0,0,0,0,0,1,0,0,0
1550,4,2,120,0,1,0,0,0,0,0,0,0
790,1,1,55,1,0,0,0,0,0,0,0,0
1400,1,1,80,1,0,1,0,0,0,0,0,0
1100,3,1,95,1,0,0,0,0,0,0,0,0
1100,3,1,77,0,0,0,0,0,0,0,0,0
1400,2,1,80,1,0,0,0,0,0,0,0,0
1000,3,1,75,1,0,0,0,0,0,0,0,0
1350,1,2,67,0,0,1,0,0,0,0,0,0
1200,1,1,80,0,0,0,0,0,0,0,0,0
900,3,1,70,0,0,0,1,0,0,0,0,0
1600,1,2,109,0,0,0,0,0,0,0,0,0
2445,5,1,167,1,0,0,0,0,0,0,0,0
1600,1,1,65,0,0,0,0,0,0,0,0,0
2150,2,1,80,0,1,0,0,0,0,0,0,0
1100,3,2,90,0,0,0,0,0,0,0,0,0
790,1,1,40,0,0,0,0,1,0,0,0,0
950,3,2,150,0,0,0,0,0,0,0,1,0
1100,2,1,80,0,0,1,0,0,0,0,0,0
890,3,1,70,1,0,0,0,0,0,0,0,0
1100,2,1,70,1,0,0,0,0,0,0,0,0
1200,3,2,85,1,0,0,0,0,0,0,0,0
990,2,2,80,0,0,0,0,0,0,0,0,0
1350,3,1,120,1,0,0,0,0,0,0,0,0
850,1,1,40,0,1,0,0,0,0,0,0,0
1000,2,1,60,1,0,0,0,0,0,0,0,0
850,3,1,68,0,0,0,0,0,0,0,1,0
1500,6,3,147,0,1,0,0,0,0,0,0,0
2033,3,3,174,1,0,0,0,0,0,0,0,0
3500,5,3,170,0,0,0,0,0,0,0,1,0
1800,2,2,60,0,1,0,0,0,0,0,0,0
2700,2,2,125,1,0,0,0,0,0,0,0,0
1350,1,1,60,1,0,0,0,0,0,0,0,0
1300,1,1,55,1,0,0,0,0,0,0,0,0
1250,1,1,100,1,0,0,0,0,0,0,0,0
750,1,1,35,0,1,0,0,0,0,0,0,0
1250,2,1,65,0,0,0,0,0,0,0,1,0
1400,4,2,84,0,0,0,0,0,0,0,0,0
1550,1,1,130,0,0,0,0,0,0,0,0,0
1000,3,2,70,1,0,0,0,0,0,0,0,0
900,4,1,88,0,0,0,0,0,0,1,0,0
2000,3,2,120,0,1,0,0,0,0,0,0,0
2850,2,2,110,0,0,0,0,0,0,0,1,0
800,1,1,36,0,1,0,0,0,0,0,0,0
1250,3,2,92,1,0,0,0,0,0,0,0,0
1150,3,2,81,0,0,0,0,1,0,0,0,0
780,3,1,65,0,0,0,1,0,0,0,0,0
960,3,1,57,1,0,0,0,0,0,0,0,0
1300,2,1,50,1,0,0,0,0,0,0,0,0
817,3,1,81,0,0,0,0,0,1,0,0,0
2600,3,3,160,1,0,0,0,0,0,0,0,0
850,1,1,45,0,0,0,0,1,0,0,0,0
1250,1,1,55,0,0,0,0,0,0,0,0,0
1600,3,2,95,0,0,0,0,0,0,0,1,0
1400,3,1,69,0,0,1,0,0,0,0,0,0
2650,2,1,105,0,0,0,0,0,0,0,0,0
925,2,1,55,1,0,0,0,0,0,0,0,0
3000,4,3,170,0,1,0,0,0,0,0,0,0
1100,3,1,65,0,0,0,0,0,0,0,1,0
840,2,2,75,0,1,0,0,0,0,0,0,0
690,3,1,67,0,0,0,1,0,0,0,0,0
850,1,1,55,0,1,0,0,0,0,0,0,0
950,2,1,65,0,0,0,1,0,0,0,0,0
1000,3,2,92,0,0,1,0,0,0,0,0,0
1150,2,2,89,0,1,0,0,0,0,0,0,0
1400,3,2,115,1,0,0,0,0,0,0,0,0
1100,3,1,70,1,0,0,0,0,0,0,0,0
800,3,1,75,0,0,0,0,0,0,0,0,1
880,1,1,55,0,0,0,0,1,0,0,0,0
2530,1,1,66,1,0,0,0,0,0,0,0,0
3000,4,3,150,0,0,0,0,1,0,0,0,0
650,2,1,35,0,1,0,0,0,0,0,0,0
1500,2,2,65,0,1,0,0,0,0,0,0,0
910,2,1,65,1,0,0,0,0,0,0,0,0
1000,2,1,75,0,0,0,1,0,0,0,0,0
1500,3,2,97,0,0,0,0,0,0,0,0,0
1200,1,1,50,1,0,0,0,0,0,0,0,0
1400,3,2,91,0,1,0,0,0,0,0,0,0
930,1,1,42,1,0,0,0,0,0,0,0,0
890,2,1,60,0,0,0,1,0,0,0,0,0
1000,2,2,50,1,0,0,0,0,0,0,0,0
1400,1,1,56,1,0,0,0,0,0,0,0,0
2200,3,2,80,1,0,0,0,0,0,0,0,0
2000,3,3,107,0,1,0,0,0,0,0,0,0
1550,3,2,90,0,0,0,0,0,0,0,0,0
725,2,1,52,0,0,0,0,0,0,0,0,1
1450,3,2,70,0,1,0,0,0,0,0,0,0
1200,4,2,107,0,0,0,0,0,1,0,0,0
850,1,1,40,0,0,0,1,0,0,0,0,0
5200,3,3,224,0,0,0,0,0,0,0,0,0
1250,3,2,104,0,0,0,0,0,0,0,1,0
900,3,1,68,0,0,0,0,0,0,0,0,1
890,2,1,69,0,0,0,0,0,0,0,0,1
1800,2,2,76,0,0,0,0,0,0,0,0,1
700,1,1,31,0,1,0,0,0,0,0,0,0
1483,3,2,127,0,1,0,0,0,0,0,0,0
4200,1,1,170,0,0,0,0,0,0,0,1,0
615,1,2,60,0,1,0,0,0,0,0,0,0
1400,2,1,80,1,0,0,0,0,0,0,0,0
1490,3,1,120,1,0,0,0,0,0,0,0,0
2500,2,2,210,0,1,0,0,0,0,0,0,0
1600,3,2,89,1,0,0,0,0,0,0,0,0
4500,3,3,191,0,0,0,0,1,0,0,0,0
1443,2,1,69,0,0,0,0,0,0,1,0,0
1850,2,2,120,1,0,0,0,0,0,0,0,0
1050,4,1,76,0,0,0,0,0,0,0,0,1
1100,4,2,105,0,0,1,0,0,0,0,0,0
990,4,2,89,0,0,0,1,0,0,0,0,0
1720,3,2,116,0,0,1,0,0,0,0,0,0
1000,2,1,60,1,0,0,0,0,0,0,0,0
1600,4,1,105,0,0,0,0,0,0,0,0,1
650,1,1,40,0,1,0,0,0,0,0,0,0
795,1,1,44,0,0,0,0,0,0,0,0,0
725,1,1,25,0,1,0,0,0,0,0,0,0
1400,1,1,55,0,0,0,0,0,0,0,1,0
1299,2,2,68,1,0,0,0,0,0,0,0,0
1175,1,1,93,0,1,0,0,0,0,0,0,0
975,3,1,74,0,0,0,0,0,0,0,0,1
740,2,1,50,0,1,0,0,0,0,0,0,0
1450,4,2,120,0,0,0,0,0,0,0,0,0
1250,2,1,85,1,0,0,0,0,0,0,0,0
1318,4,2,113,0,0,0,0,0,0,0,0,1
1000,2,1,75,0,0,0,1,0,0,0,0,0
1450,3,2,100,1,0,0,0,0,0,0,0,0
1300,3,2,135,0,0,0,1,0,0,0,0,0
1250,2,1,65,0,0,0,0,0,0,0,0,1
1200,3,1,63,0,0,0,0,1,0,0,0,0
1800,2,2,80,0,0,0,0,0,0,0,0,0
1000,4,2,78,0,0,0,0,0,0,0,1,0
815,3,1,60,0,0,0,0,0,0,0,0,1
2100,3,2,153,0,0,0,0,0,0,0,0,0
1450,1,1,55,0,1,0,0,0,0,0,0,0
850,3,1,65,0,1,0,0,0,0,0,0,0
900,1,1,55,1,0,0,0,0,0,0,0,0
907,1,1,44,1,0,0,0,0,0,0,0,0
1100,2,1,92,0,0,0,0,0,0,0,0,0
1100,3,2,78,0,0,0,1,0,0,0,0,0
3500,3,3,220,0,0,0,0,0,0,0,0,0
3000,3,3,170,1,0,0,0,0,0,0,0,0
850,1,1,40,1,0,0,0,0,0,0,0,0
1050,3,2,80,1,0,0,0,0,0,0,0,0
1100,4,2,80,0,0,0,0,0,0,0,1,0
1090,3,2,136,0,1,0,0,0,0,0,0,0
1100,2,1,78,0,0,0,0,0,0,0,0,0
1200,1,1,50,0,0,0,0,0,0,0,0,0
1900,4,3,180,0,1,0,0,0,0,0,0,0
950,3,1,90,0,0,1,0,0,0,0,0,0
800,3,1,100,0,0,0,0,1,0,0,0,0
1200,4,1,85,0,1,0,0,0,0,0,0,0
890,2,1,58,0,0,0,0,0,0,1,0,0
1191,2,2,95,0,1,0,0,0,0,0,0,0
1319,2,2,92,0,1,0,0,0,0,0,0,0
1700,1,1,52,0,0,0,0,0,0,0,0,1
2300,4,3,180,1,0,0,0,0,0,0,0,0
2500,2,2,70,1,0,0,0,0,0,0,0,0
3800,7,2,300,1,0,0,0,0,0,0,0,0
700,1,1,34,0,1,0,0,0,0,0,0,0
1070,2,1,75,1,0,0,0,0,0,0,0,0
900,1,1,45,0,0,0,0,0,0,0,0,0
1000,1,1,29,0,1,0,0,0,0,0,0,0
1850,3,2,106,1,0,0,0,0,0,0,0,0
1450,3,1,80,0,0,1,0,0,0,0,0,0
1026,2,1,53,0,0,0,0,0,0,0,0,1
4000,6,3,228,1,0,0,0,0,0,0,0,0
800,3,1,68,0,0,0,0,0,0,0,0,1
2100,3,3,148,0,1,0,0,0,0,0,0,0
550,1,1,40,0,1,0,0,0,0,0,0,0
4000,3,3,232,1,0,0,0,0,0,0,0,0
825,2,1,55,0,1,0,0,0,0,0,0,0
1050,3,1,71,0,0,1,0,0,0,0,0,0
795,1,1,50,0,0,0,0,0,0,1,0,0
1400,1,1,70,0,0,0,0,0,0,0,1,0
1200,2,2,80,0,1,0,0,0,0,0,0,0
1200,2,1,58,0,1,0,0,0,0,0,0,0
1050,3,2,95,0,0,0,0,0,0,0,0,1
1395,4,2,160,1,0,0,0,0,0,0,0,0
900,2,1,60,0,0,0,0,0,0,1,0,0
850,2,1,75,0,0,1,0,0,0,0,0,0
950,3,1,70,0,0,0,1,0,0,0,0,0
4900,5,4,280,0,0,0,0,0,0,0,0,0
950,2,1,70,0,0,0,0,0,0,0,1,0
900,2,1,75,1,0,0,0,0,0,0,0,0
1094,3,2,90,0,1,0,0,0,0,0,0,0
950,3,1,74,0,0,1,0,0,0,0,0,0
1800,2,2,85,0,1,0,0,0,0,0,0,0
1380,6,2,160,1,0,0,0,0,0,0,0,0
1028,1,1,47,0,1,0,0,0,0,0,0,0
900,3,1,68,0,0,0,0,0,0,0,1,0
1600,4,1,105,0,0,0,0,0,0,0,0,1
785,3,1,60,0,0,0,0,0,0,0,1,0
1200,3,1,78,1,0,0,0,0,0,0,0,0
1950,3,2,121,1,0,0,0,0,0,0,0,0
720,2,1,45,0,0,0,0,0,0,0,0,0
